Product Type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Timestamp
Blush,SKU-1038,95.23,Out of Stock,39,5020.74,Adult,493,8,16,4,USPS,19.85,Supplier C,Mexico,2442,12,2061.12,Pass,0.0004,Air,Route-49,1855.2,2024-06-14
Mascara,SKU-1022,68.05,In Stock,35,2340.1,Teen,338,2,43,5,DHL,14.43,Supplier C,Germany,811,13,3769.42,Pass,0.1035,Road,Route-36,3537.94,2024-06-14
Eyeliner,SKU-1035,92.43,In Stock,39,3518.98,Adult,316,3,10,7,UPS,34.1,Supplier C,China,7579,5,3171.28,Fail,0.025,Air,Route-22,3211.93,2024-06-14
Mascara,SKU-1006,26.84,Pre-Order,30,774.86,Adult,124,11,18,7,FedEx,33.21,Supplier A,Mexico,4845,20,4325.08,Fail,0.0773,Air,Route-48,3659.78,2024-06-14
Foundation,SKU-1047,95.61,In Stock,37,7892.28,Senior,97,12,91,1,USPS,34.82,Supplier C,India,6549,30,4057.84,Pass,0.0369,Air,Route-3,4403.31,2024-06-14
Mascara,SKU-1005,39.39,Out of Stock,40,1991.51,Teen,404,6,38,2,FedEx,28.12,Supplier A,Germany,1104,30,613.97,Pass,0.0705,Air,Route-19,8290.05,2024-06-14
Mascara,SKU-1026,29.52,Out of Stock,38,1055.88,Teen,305,4,38,3,DHL,32.95,Supplier B,China,9083,10,4166.3,Fail,0.1857,Road,Route-28,6206.3,2024-06-14
Foundation,SKU-1037,12.42,Out of Stock,25,746.52,Teen,426,13,70,8,USPS,6.76,Supplier C,India,3021,22,1822.76,Pass,0.0092,Sea,Route-47,8562.8,2024-06-14
Eyeliner,SKU-1026,29.52,In Stock,23,688.09,Senior,81,1,27,4,USPS,27.93,Supplier B,USA,4812,27,2509.1,Fail,0.0131,Road,Route-38,7738.49,2024-06-14
Mascara,SKU-1007,10.24,Pre-Order,22,216.52,Teen,29,2,31,1,FedEx,42.91,Supplier A,Germany,4584,12,3807.75,Fail,0.12,Air,Route-24,8947.58,2024-06-14
Foundation,SKU-1010,93.49,Pre-Order,36,7532.47,Adult,144,4,82,7,DHL,47.91,Supplier A,USA,173,15,1397.42,Fail,0.0056,Road,Route-24,3315.84,2024-06-14
Eyeliner,SKU-1038,95.23,In Stock,27,2286.12,Adult,28,1,10,1,USPS,27.46,Supplier C,China,9944,19,4208.57,Fail,0.0093,Air,Route-45,8859.89,2024-06-14
Lipstick,SKU-1030,32.56,Pre-Order,30,1545.49,Adult,153,6,94,9,FedEx,40.09,Supplier C,India,4515,4,1585.88,Pass,0.0499,Road,Route-36,7411.0,2024-06-14
Blush,SKU-1017,16.21,In Stock,33,431.84,Adult,419,6,41,7,FedEx,22.62,Supplier A,Germany,189,1,1825.98,Fail,0.0382,Air,Route-29,8309.85,2024-06-14
Lipstick,SKU-1015,76.71,In Stock,29,4183.22,Teen,33,12,50,9,FedEx,26.17,Supplier B,India,7958,18,3640.09,Fail,0.0312,Air,Route-19,4472.9,2024-06-14
Blush,SKU-1026,29.52,In Stock,36,1002.71,Adult,178,8,37,7,FedEx,15.14,Supplier A,USA,485,24,4842.72,Fail,0.0063,Road,Route-15,2436.79,2024-06-14
Lipstick,SKU-1030,32.56,In Stock,37,2693.77,Teen,238,14,92,10,UPS,8.19,Supplier B,Mexico,6494,17,3139.27,Fail,0.0263,Sea,Route-1,5616.51,2024-06-14
Mascara,SKU-1004,66.7,Pre-Order,22,1916.94,Senior,452,14,24,9,FedEx,44.63,Supplier B,USA,2432,11,3746.75,Fail,0.0536,Sea,Route-49,966.57,2024-06-14
Eyeliner,SKU-1026,29.52,Out of Stock,31,977.41,Adult,400,3,43,10,UPS,45.34,Supplier B,Germany,9022,27,3886.65,Pass,0.0174,Air,Route-37,4494.75,2024-06-14
Foundation,SKU-1047,95.61,Pre-Order,38,7156.04,Teen,259,5,96,7,DHL,45.67,Supplier B,USA,4413,13,4538.91,Pass,0.0029,Sea,Route-21,9180.45,2024-06-14
Lipstick,SKU-1022,68.05,Pre-Order,33,4272.94,Senior,311,1,57,10,USPS,29.14,Supplier C,Germany,8764,21,1710.35,Pass,0.0086,Air,Route-13,507.29,2024-06-14
Eyeliner,SKU-1030,32.56,In Stock,38,1131.7,Teen,169,4,33,10,FedEx,37.68,Supplier B,India,9757,13,1432.47,Pass,0.0408,Sea,Route-21,4875.17,2024-06-14
Eyeliner,SKU-1023,21.71,Out of Stock,28,755.7,Adult,43,3,2,1,FedEx,7.58,Supplier A,India,6466,18,2702.39,Fail,0.0086,Sea,Route-15,4365.15,2024-06-14
Foundation,SKU-1002,22.21,Out of Stock,20,859.06,Senior,285,12,97,8,USPS,24.59,Supplier B,China,5378,1,2292.77,Fail,0.0472,Air,Route-41,2932.99,2024-06-14
Lipstick,SKU-1028,69.89,Out of Stock,40,4497.71,Adult,260,12,85,1,FedEx,20.42,Supplier B,Mexico,1929,23,3021.93,Fail,0.0148,Road,Route-43,5710.51,2024-06-14
Eyeliner,SKU-1020,83.16,In Stock,31,3402.32,Adult,297,4,45,5,FedEx,42.47,Supplier C,India,7319,9,4972.27,Pass,0.0481,Road,Route-40,6377.56,2024-06-14
Lipstick,SKU-1013,53.88,Out of Stock,27,2945.71,Adult,154,6,90,2,UPS,7.84,Supplier B,USA,2579,24,2640.81,Fail,0.0277,Air,Route-35,9970.8,2024-06-14
Blush,SKU-1017,16.21,Pre-Order,36,820.42,Teen,4,1,22,6,USPS,26.38,Supplier A,China,4676,7,4142.5,Fail,0.0165,Sea,Route-20,4867.03,2024-06-14
Foundation,SKU-1022,68.05,Pre-Order,33,4111.9,Adult,130,11,70,5,FedEx,25.82,Supplier B,Germany,1737,15,1628.39,Fail,0.0251,Sea,Route-37,3807.94,2024-06-14
Eyeliner,SKU-1043,95.24,In Stock,26,3520.33,Senior,337,12,7,6,USPS,18.6,Supplier C,India,8779,12,1469.77,Fail,0.0453,Air,Route-42,1543.07,2024-06-14
Lipstick,SKU-1007,10.24,Pre-Order,34,746.46,Adult,134,12,87,6,USPS,40.26,Supplier B,USA,2784,3,505.87,Fail,0.0006,Sea,Route-20,7527.15,2024-06-14
Blush,SKU-1036,18.64,Pre-Order,20,442.17,Adult,401,10,40,7,FedEx,44.41,Supplier A,Mexico,3933,11,2512.93,Fail,0.0272,Road,Route-34,998.59,2024-06-14
Eyeliner,SKU-1012,22.79,In Stock,36,723.97,Adult,442,10,38,3,FedEx,28.22,Supplier C,China,1784,8,4101.67,Pass,0.0319,Air,Route-29,2818.24,2024-06-14
Mascara,SKU-1010,93.49,Out of Stock,40,3377.89,Teen,47,2,46,1,USPS,24.88,Supplier C,China,463,29,3216.74,Fail,0.0584,Sea,Route-24,8222.19,2024-06-14
Blush,SKU-1039,80.91,Pre-Order,20,2277.78,Senior,140,8,22,5,USPS,37.92,Supplier A,India,9384,24,1380.87,Fail,0.0463,Air,Route-23,4206.5,2024-06-14
Eyeliner,SKU-1024,80.89,Out of Stock,21,1671.17,Teen,96,10,29,8,FedEx,15.83,Supplier A,China,7061,20,1853.28,Pass,0.0464,Sea,Route-6,7788.27,2024-06-14
Blush,SKU-1036,18.64,Out of Stock,23,538.92,Teen,144,8,25,3,USPS,11.08,Supplier C,India,1259,19,4520.61,Fail,0.0462,Sea,Route-24,1832.96,2024-06-14
Mascara,SKU-1028,69.89,In Stock,30,2551.89,Adult,44,5,26,8,UPS,13.7,Supplier A,China,7695,10,1701.56,Pass,0.0579,Road,Route-11,5681.15,2024-06-14
Lipstick,SKU-1014,74.37,Pre-Order,23,4103.37,Senior,471,3,66,2,USPS,32.11,Supplier C,India,6017,24,1135.77,Pass,0.0488,Sea,Route-45,9482.81,2024-06-14
Mascara,SKU-1029,67.32,Out of Stock,26,1680.7,Teen,227,6,45,5,FedEx,25.49,Supplier A,USA,9094,6,4179.29,Fail,0.1146,Sea,Route-40,4366.61,2024-06-14
Mascara,SKU-1039,80.91,Out of Stock,27,2098.89,Senior,465,3,37,3,USPS,10.6,Supplier A,Germany,249,5,2119.19,Fail,0.1366,Sea,Route-37,9484.91,2024-06-14
Foundation,SKU-1030,32.56,In Stock,29,2077.05,Adult,119,7,72,9,USPS,40.52,Supplier B,India,1548,17,4761.15,Pass,0.0482,Air,Route-3,4755.87,2024-06-14
Blush,SKU-1031,48.54,In Stock,26,1523.82,Teen,216,9,18,7,DHL,31.55,Supplier A,USA,6448,21,1122.08,Fail,0.0476,Air,Route-19,2979.18,2024-06-14
Foundation,SKU-1033,93.35,In Stock,22,3923.46,Adult,456,12,50,9,FedEx,12.57,Supplier C,Germany,6280,12,4225.85,Fail,0.0307,Road,Route-41,7735.33,2024-06-14
Foundation,SKU-1043,95.24,Pre-Order,26,5296.49,Senior,1,8,79,7,DHL,6.67,Supplier B,India,8301,14,2361.64,Pass,0.0017,Sea,Route-30,9525.93,2024-06-14
Blush,SKU-1014,74.37,Out of Stock,23,1625.57,Adult,467,6,3,2,USPS,13.25,Supplier A,Germany,3260,25,608.23,Pass,0.0191,Sea,Route-35,7675.15,2024-06-14
Mascara,SKU-1048,61.2,In Stock,31,2150.83,Senior,404,14,32,5,FedEx,22.18,Supplier C,India,4473,3,4503.04,Fail,0.1602,Sea,Route-49,274.43,2024-06-14
Lipstick,SKU-1005,39.39,Out of Stock,37,2455.58,Senior,38,1,53,3,USPS,40.82,Supplier A,USA,3294,30,518.88,Fail,0.0477,Sea,Route-47,4258.73,2024-06-14
Lipstick,SKU-1037,12.42,In Stock,30,738.62,Senior,341,3,98,4,USPS,36.44,Supplier C,China,4764,26,4571.36,Pass,0.0386,Road,Route-34,8795.36,2024-06-14
Lipstick,SKU-1030,32.56,In Stock,37,2645.18,Senior,204,9,95,1,DHL,18.9,Supplier B,Germany,2471,26,603.63,Pass,0.0358,Sea,Route-37,4876.29,2024-06-14
Mascara,SKU-1034,11.27,Pre-Order,40,675.92,Senior,166,9,35,10,DHL,49.07,Supplier B,India,1430,17,4212.89,Fail,0.1177,Road,Route-41,4376.63,2024-06-14
Mascara,SKU-1012,22.79,Pre-Order,22,682.71,Senior,327,3,6,10,UPS,35.16,Supplier A,USA,9197,15,2657.62,Pass,0.0886,Sea,Route-5,3266.45,2024-06-14
Blush,SKU-1045,57.87,Pre-Order,37,2191.55,Adult,252,2,18,3,DHL,40.83,Supplier A,Mexico,713,19,2023.84,Fail,0.0207,Road,Route-13,7859.3,2024-06-14
Lipstick,SKU-1011,75.45,Pre-Order,29,4120.5,Teen,8,4,58,8,FedEx,13.14,Supplier C,China,1827,17,3318.75,Fail,0.0173,Road,Route-8,6634.45,2024-06-14
Lipstick,SKU-1022,68.05,Out of Stock,20,3326.24,Teen,497,7,84,4,USPS,49.7,Supplier B,USA,3823,11,3145.16,Fail,0.0312,Air,Route-50,3735.97,2024-06-14
Blush,SKU-1015,76.71,Out of Stock,29,2909.81,Senior,406,11,35,4,UPS,45.12,Supplier C,Germany,9776,6,2078.52,Pass,0.0133,Air,Route-27,5132.42,2024-06-14
Foundation,SKU-1031,48.54,Pre-Order,36,4164.66,Senior,23,5,84,3,UPS,16.53,Supplier C,Mexico,4741,14,3561.1,Pass,0.0133,Air,Route-3,3619.4,2024-06-14
Mascara,SKU-1039,80.91,Pre-Order,39,3320.15,Adult,141,8,11,4,UPS,26.93,Supplier B,Mexico,7584,27,2446.68,Fail,0.0592,Road,Route-36,9205.96,2024-06-14
Foundation,SKU-1037,12.42,Pre-Order,34,925.5,Senior,404,9,77,9,DHL,31.17,Supplier C,USA,3446,21,3055.78,Pass,0.0473,Road,Route-42,6830.17,2024-06-14
Blush,SKU-1002,22.21,In Stock,29,861.56,Senior,328,3,5,8,DHL,46.73,Supplier A,India,9003,2,3947.57,Pass,0.0493,Sea,Route-9,7735.68,2024-06-14
Eyeliner,SKU-1018,43.23,Pre-Order,24,1239.91,Teen,220,13,1,8,FedEx,11.89,Supplier A,China,1600,22,1118.92,Pass,0.0404,Air,Route-31,2149.98,2024-06-14
Foundation,SKU-1012,22.79,In Stock,39,2199.88,Adult,46,12,77,2,FedEx,32.38,Supplier C,China,6235,18,2582.53,Pass,0.0171,Air,Route-23,9730.17,2024-06-14
Mascara,SKU-1032,73.53,Out of Stock,23,2338.09,Senior,447,9,49,10,USPS,48.49,Supplier C,India,1610,28,2461.15,Pass,0.1902,Sea,Route-20,8711.31,2024-06-14
Foundation,SKU-1032,73.53,Pre-Order,28,3869.9,Teen,258,9,92,2,USPS,30.69,Supplier B,India,4545,6,1483.53,Pass,0.0302,Air,Route-34,9680.68,2024-06-14
Eyeliner,SKU-1044,34.13,Pre-Order,30,1209.57,Adult,274,7,31,7,DHL,8.39,Supplier A,USA,8262,22,1297.13,Fail,0.0044,Road,Route-30,6190.88,2024-06-14
Mascara,SKU-1006,26.84,Pre-Order,34,908.67,Senior,40,9,18,5,FedEx,22.47,Supplier B,Germany,1923,29,1007.68,Fail,0.1704,Road,Route-6,7362.41,2024-06-14
Mascara,SKU-1023,21.71,In Stock,37,1026.55,Senior,295,2,32,5,USPS,13.37,Supplier C,Germany,1563,22,4026.63,Pass,0.1407,Sea,Route-1,900.42,2024-06-14
Blush,SKU-1038,95.23,In Stock,39,3547.77,Senior,320,2,27,1,UPS,17.56,Supplier C,Germany,5226,2,4139.47,Fail,0.0429,Air,Route-26,1766.07,2024-06-14
Mascara,SKU-1033,93.35,In Stock,36,3103.8,Adult,77,4,37,8,USPS,48.17,Supplier B,USA,3983,19,3485.99,Pass,0.0984,Air,Route-11,6407.64,2024-06-14
Eyeliner,SKU-1040,27.8,Out of Stock,30,849.26,Adult,340,2,3,8,DHL,38.35,Supplier B,India,8805,26,1776.96,Pass,0.0409,Road,Route-41,6706.72,2024-06-14
Mascara,SKU-1004,66.7,Pre-Order,22,1276.92,Adult,230,14,46,7,USPS,27.52,Supplier B,China,4383,2,3791.86,Fail,0.0537,Road,Route-36,814.03,2024-06-14
Foundation,SKU-1002,22.21,Pre-Order,22,1083.01,Senior,273,9,94,2,DHL,38.95,Supplier A,China,3230,8,3683.63,Fail,0.0376,Road,Route-11,1700.38,2024-06-14
Blush,SKU-1041,41.44,Pre-Order,28,1292.46,Senior,90,9,5,3,FedEx,6.53,Supplier C,China,2457,24,609.96,Pass,0.0079,Road,Route-22,3955.82,2024-06-14
Eyeliner,SKU-1027,24.1,Pre-Order,36,830.94,Adult,495,14,20,2,UPS,36.0,Supplier C,Mexico,974,4,1367.98,Fail,0.0282,Road,Route-21,1298.29,2024-06-14
Lipstick,SKU-1047,95.61,Out of Stock,21,5013.57,Senior,407,11,93,8,UPS,47.25,Supplier B,Germany,9546,10,818.32,Fail,0.0115,Sea,Route-25,4051.88,2024-06-14
Foundation,SKU-1027,24.1,Pre-Order,26,1420.51,Teen,15,1,87,6,DHL,5.84,Supplier B,India,6688,6,1386.49,Fail,0.0108,Sea,Route-20,2001.88,2024-06-14
Foundation,SKU-1044,34.13,Pre-Order,34,2308.44,Teen,294,2,74,6,UPS,12.1,Supplier A,Mexico,8189,11,984.34,Fail,0.0036,Sea,Route-25,4579.49,2024-06-14
Mascara,SKU-1028,69.89,In Stock,22,1701.17,Senior,349,10,32,6,DHL,17.51,Supplier C,China,444,2,3931.87,Fail,0.137,Sea,Route-25,7763.36,2024-06-14
Eyeliner,SKU-1040,27.8,Pre-Order,30,1240.16,Teen,315,4,13,1,DHL,38.62,Supplier B,Mexico,7087,1,1665.36,Pass,0.0358,Sea,Route-42,3639.55,2024-06-14
Blush,SKU-1047,95.61,Out of Stock,40,4413.72,Senior,475,11,46,3,FedEx,34.07,Supplier C,India,7600,17,4562.23,Pass,0.0358,Sea,Route-38,3185.37,2024-06-14
Eyeliner,SKU-1013,53.88,Pre-Order,32,1577.71,Senior,405,10,36,3,USPS,45.58,Supplier A,Mexico,7857,16,4642.73,Fail,0.023,Road,Route-6,4867.94,2024-06-14
Blush,SKU-1004,66.7,Out of Stock,26,2359.38,Senior,136,9,42,6,USPS,15.45,Supplier C,China,8335,7,1299.4,Fail,0.0156,Road,Route-5,5376.62,2024-06-14
Blush,SKU-1038,95.23,Out of Stock,23,1908.69,Senior,125,6,15,2,DHL,43.31,Supplier A,USA,7410,19,3192.69,Fail,0.0277,Sea,Route-39,3134.97,2024-06-14
Foundation,SKU-1020,83.16,In Stock,28,4027.17,Senior,79,11,72,7,DHL,20.76,Supplier C,India,5249,17,2196.95,Fail,0.0097,Sea,Route-47,1158.96,2024-06-14
Foundation,SKU-1001,90.71,Out of Stock,23,3905.45,Teen,148,4,64,5,USPS,13.9,Supplier C,Mexico,9288,25,4743.7,Pass,0.0276,Air,Route-37,3786.12,2024-06-14
Blush,SKU-1000,57.25,Out of Stock,22,1565.05,Teen,432,4,8,2,UPS,26.61,Supplier A,China,4131,4,511.95,Fail,0.0041,Sea,Route-11,1853.06,2024-06-14
Foundation,SKU-1002,22.21,In Stock,34,1589.85,Teen,350,5,58,6,FedEx,8.95,Supplier B,USA,9850,14,1006.3,Pass,0.0159,Sea,Route-26,9227.51,2024-06-14
Eyeliner,SKU-1026,29.52,In Stock,31,1249.17,Adult,152,8,18,6,USPS,25.39,Supplier C,Mexico,6299,28,2199.06,Pass,0.0171,Air,Route-26,5030.85,2024-06-14
Eyeliner,SKU-1003,66.55,Out of Stock,29,2506.12,Senior,106,8,13,1,UPS,17.29,Supplier C,Mexico,9765,6,1971.75,Pass,0.0475,Sea,Route-19,3280.1,2024-06-14
Mascara,SKU-1036,18.64,In Stock,23,424.5,Adult,175,6,3,8,USPS,10.24,Supplier C,USA,7296,7,4075.09,Pass,0.1346,Road,Route-32,158.22,2024-06-14
Blush,SKU-1048,61.2,In Stock,37,1833.37,Senior,251,5,49,3,UPS,21.14,Supplier B,Mexico,5283,18,697.57,Pass,0.0079,Sea,Route-10,3200.11,2024-06-14
Foundation,SKU-1001,90.71,Out of Stock,26,4654.47,Senior,41,10,86,6,DHL,42.02,Supplier A,India,9366,20,3532.13,Pass,0.0266,Road,Route-50,3463.21,2024-06-14
Eyeliner,SKU-1028,69.89,In Stock,30,1860.01,Adult,143,1,27,5,FedEx,12.43,Supplier B,China,369,20,872.48,Fail,0.0397,Air,Route-2,1739.32,2024-06-14
Mascara,SKU-1027,24.1,Out of Stock,29,890.46,Adult,306,5,24,5,DHL,33.94,Supplier C,China,2217,7,857.87,Pass,0.1769,Air,Route-28,8069.82,2024-06-14
Mascara,SKU-1039,80.91,In Stock,26,2214.76,Teen,174,12,42,1,FedEx,22.09,Supplier A,Mexico,9797,20,2454.81,Pass,0.0714,Road,Route-15,8048.07,2024-06-14
Lipstick,SKU-1011,75.45,Pre-Order,29,4773.21,Teen,141,14,86,3,USPS,49.03,Supplier C,China,9277,11,4836.74,Fail,0.0349,Air,Route-15,7495.21,2024-06-14
Lipstick,SKU-1000,57.25,Out of Stock,35,3681.93,Adult,182,9,88,8,UPS,49.59,Supplier A,China,5234,12,3228.81,Pass,0.0034,Air,Route-12,6664.38,2024-06-14
Eyeliner,SKU-1044,34.13,In Stock,33,1457.05,Teen,99,14,10,6,DHL,14.04,Supplier A,India,1927,5,2446.64,Fail,0.0277,Air,Route-25,7822.4,2024-06-14
Eyeliner,SKU-1004,66.7,In Stock,26,1586.4,Adult,131,6,1,5,DHL,36.14,Supplier B,India,2276,29,3707.1,Fail,0.0453,Air,Route-43,1257.13,2024-06-14
Blush,SKU-1042,27.26,Pre-Order,32,901.71,Senior,189,11,40,2,USPS,11.52,Supplier C,China,9401,2,4267.01,Pass,0.0393,Air,Route-27,526.09,2024-06-14
Lipstick,SKU-1048,61.2,Pre-Order,37,4296.9,Adult,295,8,97,10,DHL,20.01,Supplier C,India,9333,18,4755.24,Fail,0.0456,Air,Route-16,2247.6,2024-06-14
Blush,SKU-1035,92.43,In Stock,25,2652.49,Adult,144,9,49,1,UPS,19.43,Supplier A,USA,3812,15,1480.03,Pass,0.0346,Road,Route-40,6001.19,2024-06-14
Blush,SKU-1025,65.65,In Stock,30,2304.46,Adult,74,7,45,3,FedEx,7.77,Supplier C,USA,7790,10,4176.73,Fail,0.0154,Air,Route-12,7675.71,2024-06-14
Eyeliner,SKU-1023,21.71,In Stock,37,678.11,Senior,144,11,48,1,USPS,19.35,Supplier C,Germany,5457,24,4855.02,Fail,0.0317,Air,Route-23,3995.97,2024-06-14
Foundation,SKU-1035,92.43,Pre-Order,36,5951.2,Senior,22,6,68,5,FedEx,20.12,Supplier A,India,7245,19,1740.63,Fail,0.0485,Sea,Route-27,1465.86,2024-06-14
Mascara,SKU-1044,34.13,Pre-Order,38,1073.37,Teen,92,4,12,8,UPS,5.57,Supplier C,USA,5164,4,3690.6,Pass,0.1552,Sea,Route-14,6174.17,2024-06-14
Blush,SKU-1029,67.32,Out of Stock,21,1899.2,Teen,489,10,27,2,DHL,23.5,Supplier A,Mexico,7802,26,1903.26,Pass,0.0196,Air,Route-19,516.63,2024-06-14
Foundation,SKU-1018,43.23,Out of Stock,21,1542.81,Adult,160,10,98,10,DHL,12.81,Supplier C,Mexico,7536,5,1353.24,Pass,0.0317,Air,Route-13,9606.88,2024-06-14
Lipstick,SKU-1004,66.7,In Stock,33,4490.34,Teen,275,9,97,2,DHL,36.43,Supplier B,USA,1851,12,1099.92,Fail,0.0145,Air,Route-12,6817.79,2024-06-14
Blush,SKU-1017,16.21,Pre-Order,22,369.79,Senior,486,14,9,10,USPS,7.63,Supplier B,Germany,3644,18,1165.75,Pass,0.0077,Road,Route-35,6933.19,2024-06-14
Blush,SKU-1010,93.49,In Stock,32,3408.61,Teen,69,1,43,8,FedEx,38.68,Supplier C,Mexico,647,14,3440.84,Pass,0.002,Sea,Route-49,3741.34,2024-06-14
Mascara,SKU-1031,48.54,Out of Stock,21,819.37,Adult,56,4,20,3,DHL,24.43,Supplier C,India,447,30,2644.51,Fail,0.1092,Sea,Route-36,1796.55,2024-06-14
Lipstick,SKU-1048,61.2,In Stock,25,2451.29,Teen,1,7,61,2,DHL,13.33,Supplier C,India,2182,30,1772.25,Fail,0.0114,Air,Route-6,9221.12,2024-06-14
Lipstick,SKU-1028,69.89,Pre-Order,30,4299.07,Teen,187,4,89,6,USPS,34.42,Supplier A,USA,4380,21,1477.15,Pass,0.0241,Air,Route-2,9262.81,2024-06-14
Lipstick,SKU-1040,27.8,In Stock,39,1679.53,Teen,112,1,70,2,DHL,46.9,Supplier A,Germany,5614,10,1044.49,Pass,0.0266,Air,Route-12,132.47,2024-06-14
Mascara,SKU-1015,76.71,In Stock,33,2300.39,Senior,296,1,21,3,UPS,11.72,Supplier B,India,2091,2,1528.56,Pass,0.0938,Sea,Route-32,6255.25,2024-06-14
Lipstick,SKU-1029,67.32,Out of Stock,37,5124.0,Teen,417,4,87,5,USPS,44.42,Supplier B,India,6120,24,2840.44,Fail,0.0066,Sea,Route-38,3534.97,2024-06-14
Foundation,SKU-1029,67.32,Pre-Order,26,4242.71,Teen,268,2,94,5,UPS,44.69,Supplier A,Mexico,355,5,4542.09,Pass,0.004,Road,Route-32,3619.23,2024-06-14
Blush,SKU-1033,93.35,Out of Stock,29,3947.69,Adult,63,9,50,7,FedEx,45.92,Supplier B,China,7114,26,914.61,Pass,0.0149,Road,Route-25,9620.85,2024-06-14
Blush,SKU-1033,93.35,Pre-Order,35,4348.18,Adult,226,14,31,1,UPS,30.66,Supplier C,Germany,3626,21,1523.4,Pass,0.0295,Sea,Route-13,5280.98,2024-06-14
Lipstick,SKU-1033,93.35,Pre-Order,29,5169.52,Senior,230,4,69,2,USPS,18.58,Supplier C,Germany,9151,9,563.05,Fail,0.0213,Road,Route-14,2977.82,2024-06-14
Eyeliner,SKU-1025,65.65,Out of Stock,32,2896.73,Adult,263,8,44,9,USPS,42.89,Supplier B,China,2598,10,3525.02,Fail,0.0273,Air,Route-26,320.19,2024-06-14
Eyeliner,SKU-1033,93.35,In Stock,22,2297.55,Adult,411,11,42,9,FedEx,29.49,Supplier B,India,6990,9,3174.52,Fail,0.047,Sea,Route-13,2335.26,2024-06-14
Lipstick,SKU-1030,32.56,In Stock,27,1690.88,Teen,470,13,70,1,UPS,5.32,Supplier C,USA,7590,18,1388.26,Pass,0.0183,Sea,Route-32,6839.3,2024-06-14
Eyeliner,SKU-1012,22.79,Pre-Order,23,696.25,Senior,205,3,42,3,USPS,28.76,Supplier C,India,2944,15,4882.93,Fail,0.0248,Road,Route-23,7893.55,2024-06-14
Eyeliner,SKU-1036,18.64,Pre-Order,40,640.0,Adult,40,6,12,1,DHL,29.7,Supplier A,USA,3905,27,3451.44,Pass,0.0499,Air,Route-15,1089.05,2024-06-14
Lipstick,SKU-1006,26.84,Pre-Order,39,1633.04,Teen,456,5,96,4,FedEx,35.72,Supplier A,Germany,6029,19,1323.31,Fail,0.0028,Air,Route-22,3574.58,2024-06-14
Foundation,SKU-1004,66.7,Pre-Order,38,4971.26,Senior,459,7,64,3,UPS,37.9,Supplier C,China,4767,30,4004.13,Pass,0.01,Sea,Route-46,8591.59,2024-06-14
Blush,SKU-1022,68.05,Out of Stock,23,1888.87,Adult,67,6,22,3,UPS,25.78,Supplier B,Germany,7123,15,4119.62,Fail,0.0497,Air,Route-46,6887.34,2024-06-14
Mascara,SKU-1011,75.45,Out of Stock,29,1883.01,Adult,181,4,45,3,FedEx,10.93,Supplier C,Mexico,4312,17,4766.66,Fail,0.0904,Road,Route-33,1894.69,2024-06-14
Foundation,SKU-1009,61.93,Pre-Order,39,5377.14,Senior,17,8,68,1,DHL,11.76,Supplier A,China,1119,15,3731.2,Pass,0.005,Sea,Route-38,5946.77,2024-06-14
Blush,SKU-1042,27.26,In Stock,28,848.2,Senior,250,3,39,10,UPS,28.86,Supplier A,China,2994,29,4036.41,Pass,0.0299,Sea,Route-5,9513.21,2024-06-14
Blush,SKU-1009,61.93,Out of Stock,24,1554.21,Adult,110,12,9,6,DHL,35.52,Supplier B,India,4615,3,1882.33,Pass,0.0125,Sea,Route-17,9212.21,2024-06-14
Lipstick,SKU-1001,90.71,In Stock,27,3854.58,Adult,140,5,56,8,FedEx,13.06,Supplier B,China,1082,29,3050.1,Fail,0.0099,Sea,Route-6,6974.15,2024-06-14
Eyeliner,SKU-1031,48.54,In Stock,23,1482.79,Senior,428,1,20,10,UPS,43.02,Supplier C,India,7108,1,4974.79,Fail,0.0381,Road,Route-43,1776.92,2024-06-14
Foundation,SKU-1046,55.69,In Stock,29,2633.68,Senior,175,8,58,8,FedEx,30.31,Supplier C,China,3575,29,875.52,Pass,0.0228,Road,Route-5,1921.63,2024-06-14
Foundation,SKU-1032,73.53,Out of Stock,40,5875.85,Senior,403,9,97,5,DHL,23.28,Supplier B,India,3790,10,3547.48,Fail,0.0496,Road,Route-8,2089.69,2024-06-14
Foundation,SKU-1039,80.91,In Stock,35,4988.39,Teen,79,7,78,4,UPS,34.01,Supplier B,USA,221,15,1556.38,Pass,0.043,Air,Route-23,2276.31,2024-06-14
Blush,SKU-1025,65.65,Pre-Order,26,2544.01,Adult,51,8,2,8,DHL,34.47,Supplier A,Germany,4173,11,2420.63,Pass,0.0069,Sea,Route-17,2220.46,2024-06-14
Eyeliner,SKU-1024,80.89,Pre-Order,34,2989.43,Teen,190,5,6,1,FedEx,49.5,Supplier A,China,8684,2,524.84,Pass,0.0002,Air,Route-36,2769.02,2024-06-14
Eyeliner,SKU-1045,57.87,Out of Stock,32,2238.01,Teen,335,8,39,3,USPS,16.45,Supplier A,Mexico,4467,15,3066.06,Fail,0.0428,Air,Route-3,2086.65,2024-06-14
